Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
51,Lucas Paquetá,Olympique Lyonnais,16,0.055,0.042,"$265,630 ","$696,475 "
52,F. Kessié,AC Milan,14,0.048,0.102,"$31,250 ","$686,265 "
53,R. Malinovskyi,Atalanta,13,0.046,0.081,"$625,000 ","$683,348 "
54,K. Walker,Manchester City,11,0.038,0.12,"$593,750 ","$671,679 "
55,R. Gosens,Atalanta,10,0.036,0.032,"$234,380 ","$668,761 "
56,S. Mané,Liverpool,9,0.033,0.017,"$62,500 ","$664,386 "
57,L. Pellegrini,Roma,9,0.031,0.045,"$437,500 ","$661,468 "
58,D. Wass,Valencia CF,7,0.026,0.031,"$234,380 ","$654,175 "
59,A. Hakimi,Paris Saint-Germain,6,0.022,0.054,"$531,250 ","$648,341 "
60,Y. Tielemans,Leicester City,6,0.021,0.027,"$343,750 ","$646,882 "
61,Ricardo Pereira,Leicester City,5,0.017,0.053,"$218,750 ","$641,047 "
62,T. Hernández,AC Milan,1,0.003,0.001,"$218,750 ","$620,627 "
63,Grimaldo,SL Benfica,0,0,0.015,"$156,250 ","$616,251 "
64,21 Renato Augusto,Beijing Guoan FC,0,-0.001,0.032,"$148,440 ","$614,792 "
65,Neymar Jr,Paris Saint-Germain,0,-0.001,0.058,"$1,156,250 ","$614,792 "
66,K. Trippier,Atlético de Madrid,-2,-0.007,0.012,"$156,250 ","$606,040 "
67,N. De la Cruz,River Plate,-3,-0.01,0.012,"$156,250 ","$601,664 "
68,12 M. Ballack,Bayer 04 Leverusen,-10,-0.034,0.039,NA,"$566,657 "
69,Roberto Firmino,Liverpool,-11,-0.038,0,"$31,250 ","$560,823 "
70,19 C. Marchisio,Juventus,-12,-0.04,0.006,"$46,880 ","$557,905 "
71,R. De Paul,Atlético de Madrid,-13,-0.044,0.095,"$937,500 ","$552,071 "
72,N. Kanté,Chelsea,-14,-0.048,0.033,"$625,000 ","$546,236 "
73,A. Florenzi,AC Milan,-14,-0.05,0.03,"$562,500 ","$543,319 "
74,Yuri Berchiche,Athletic Club de Bilbao,-15,-0.054,0.002,"$312,500 ","$537,485 "
75,G. Bale,Real Madrid CF,-16,-0.055,0.057,"$2,343,750 ","$536,026 "
76,Portu,Real Sociedad,-17,-0.059,0.076,"$125,000 ","$530,191 "
77,A. Di María,Paris Saint-Germain,-18,-0.062,0.028,NA,"$525,816 "
78,21 I. Fernández,River Plate,-18,-0.062,0.065,"$1,718,750 ","$525,816 "
79,Jesús Navas,Sevilla FC,-18,-0.063,0.092,"$406,250 ","$524,357 "
80,F. Valverde,Real Madrid CF,-18,-0.064,0.001,"$156,250 ","$522,898 "
81,R. Guerreiro,Borussia Dortmund,-19,-0.067,0.031,"$156,250 ","$518,522 "
82,L. Paredes,Paris Saint-Germain,-19,-0.068,0.001,"$31,250 ","$517,064 "
83,K. Mbappé,Paris Saint-Germain,-20,-0.068,0.116,"$1,125,000 ","$517,064 "
84,G. Lo Celso,Tottenham Hotspur,-19,-0.068,0.001,"$31,250 ","$517,064 "
85,19 D. Srna,Cagliari,-24,-0.084,0.037,"$69,573 ","$493,726 "
86,A. Kolarov,Inter,-25,-0.086,0.019,"$437,500 ","$490,808 "
87,Fred,Manchester United,-25,-0.088,0.011,NA,"$487,891 "
88,Carlos Soler,Valencia CF,-27,-0.096,0,"$31,250 ","$476,222 "
89,19 C. Noboa,,-28,-0.099,0.06,"$875,000 ","$471,846 "
90,Rúben Neves,Wolverhampton Wanderers,-30,-0.104,0.003,"$156,250 ","$464,553 "
91,Anderson Talisca,Al Nassr,-33,-0.115,0.002,NA,"$448,508 "
92,J. Corona,FC Porto,-34,-0.12,0.005,"$31,250 ","$441,215 "
93,Parejo,Villarreal CF,-37,-0.129,0.001,"$468,750 ","$428,087 "
94,C. Tolisso,FC Bayern München,-39,-0.135,0.052,"$468,750 ","$419,336 "
95,A. Witsel,Borussia Dortmund,-39,-0.136,0.031,"$1,718,750 ","$417,877 "
96,Raúl García,Athletic Club de Bilbao,-39,-0.136,0.013,NA,"$417,877 "
97,Fabinho,Liverpool,-41,-0.144,0.098,"$1,093,750 ","$406,208 "
98,A. Robertson,Liverpool,-42,-0.146,0.003,"$78,130 ","$403,291 "
99,T. Partey,Arsenal,-42,-0.146,0.04,"$343,750 ","$403,291 "
100,L. Robertone,Unión Deportiva Almería,-42,-0.147,0.013,"$156,250 ","$401,832 "
101,L. Provod,S Slavia Praha,-44,-0.155,0.031,"$265,630 ","$390,163 "
102,Renan Lodi,Atlético de Madrid,-46,-0.159,0.019,"$562,500 ","$384,328 "
103,M. Arnold,VfL Wolfsburg,-46,-0.16,0.008,"$156,250 ","$382,870 "
104,17 J. Vargas,Real Betis Balompié,-46,-0.162,0.001,"$234,380 ","$379,952 "
105,I. Bennacer,AC Milan,-47,-0.163,0.013,"$296,880 ","$378,494 "
106,E. Banega,Al Shabab,-47,-0.164,0.012,"$15,000 ","$377,035 "
107,H. Herrera,Atlético de Madrid,-48,-0.169,0.034,"$968,750 ","$369,742 "
108,Marcelo,Real Madrid CF,-50,-0.172,0.081,"$468,750 ","$365,366 "
109,W. McKennie,Juventus,-51,-0.176,0.013,NA,"$359,532 "
110,T. Lemar,Atlético de Madrid,-54,-0.188,0.181,"$1,953,130 ","$342,028 "
111,I. Peri?ic,Inter,-54,-0.189,0.053,"$968,750 ","$340,569 "
112,Arthur,Juventus,-55,-0.191,0.01,"$171,880 ","$337,652 "
113,17 S. Gerrard,LA Galaxy,-56,-0.197,0.009,"$156,250 ","$328,900 "
114,Capa,Athletic Club de Bilbao,-61,-0.211,0.07,"$1,000,000 ","$308,480 "
115,P. ?evcík,S Slavia Praha,-62,-0.217,0.045,"$343,750 ","$299,728 "
116,Oscar,Shanghai Port FC,-64,-0.223,0.025,"$843,750 ","$290,976 "
117,T. Kroos,Real Madrid CF,-65,-0.227,0.029,"$117,190 ","$285,141 "
118,F. Mendy,Real Madrid CF,-71,-0.246,0.017,"$500,000 ","$257,427 "
119,Alex Sandro,Juventus,-73,-0.253,0.042,"$180,000 ","$247,217 "
120,Diogo Jota,Liverpool,-74,-0.259,0.001,"$234,380 ","$238,465 "
121,L. Stindl,Borussia Mönchengladbach,-75,-0.26,0.136,"$312,500 ","$237,007 "
122,M. Pjanic,Besitas J,-80,-0.278,0.074,"$1,328,130 ","$210,751 "
123,J. Tavernier,Rangers FC,-80,-0.279,0.021,"$708,000 ","$209,293 "
124,O. Zinchenko,Manchester City,-81,-0.281,0.004,"$125,000 ","$206,375 "
125,Pizzi,SL Benfica,-84,-0.293,0.02,"$156,250 ","$188,872 "
126,17 P. Lahm,FC Bayern München,-86,-0.298,0.028,"$968,750 ","$181,579 "
127,H. Mkhitaryan,Roma,-86,-0.3,0.009,"$468,750 ","$178,661 "
128,M. Rashford,Manchester United,-91,-0.318,0.026,"$109,380 ","$152,406 "
129,L. Martínez,Inter,-93,-0.324,0.018,"$150,000 ","$143,654 "
130,H. Son,Tottenham Hotspur,-94,-0.326,0.087,"$968,750 ","$140,737 "
131,D. van de Beek,Manchester United,-94,-0.326,0.036,"$500,000 ","$140,737 "
132,T. Koopmeiners,Atalanta,-94,-0.328,0.017,"$312,500 ","$137,820 "
133,J. Milner,Liverpool,-96,-0.333,0.107,"$1,000,000 ","$130,527 "
134,19 Filipe Luís,Atlético de Madrid,-97,-0.337,0.007,"$78,130 ","$124,692 "
135,Sérgio Oliveira,FC Porto,-98,-0.34,0.019,"$781,250 ","$120,316 "
136,A. Golovin,AS Monaco,-98,-0.342,0.06,"$1,406,250 ","$117,399 "
137,Z. Junuzovic,FC Red Bull Salzburg,-102,-0.354,0.059,"$312,500 ","$99,895 "
138,20 T. Vilhena,,-104,-0.36,0.083,"$656,250 ","$91,143 "
139,M. Ham?ík,Trabzonspor,-112,-0.39,0.051,"$375,000 ","$47,385 "
140,J. Ward-Prowse,Southampton,-119,-0.413,0.051,"$156,250 ","$13,836 "
141,C. Aránguiz,Bayer 04 Leverusen,-124,-0.431,0.033,"$343,750 ","$12,419"
142,Ander Herrera,Paris Saint-Germain,-138,-0.479,0.026,NA,"$82,434"
143,Fernandinho,Manchester City,-138,-0.481,0.024,"$312,500 ","$85,351"
144,M. Uribe,FC Porto,-154,-0.538,0.016,"$156,250 ","$168,493"
145,G. Bonaventura,Fiorentina,-190,-0.662,0.038,"$468,750 ","$349,363"
146,G. Kondogbia,Atlético de Madrid,-191,-0.665,0.039,"$1,953,130 ","$353,739"
147,Lucas Vázquez,Real Madrid CF,-204,-0.712,0.079,"$1,796,880 ","$422,295"
148,16 Michel Bastos,São Paulo,-207,-0.72,0.078,"$1,953,130 ","$433,964"
149,K. Laimer,RB Leipzig,-215,-0.747,0.072,"$1,187,500 ","$473,347"
